observationTime,salinity,ph,dissolvedoxygen,dissolvedmethane,cdom,temperature,condition
2024-05-15 01:30:56,34.5556984,7.848,4.096,0.084869,0.271,31.0902004,Safe
2024-05-15 01:00:56,34.5558014,7.842,4.0970001,2.005,0.271,31.1,Safe
2024-05-15 00:30:56,34.557,7.85,4.1139998,1.728,0.452,31.102,Safe
2024-05-15 00:00:56,34.556,7.836,4.1079998,2.057,0.362,31.1205997,Safe
2024-05-14 23:30:56,34.5572014,7.769,4.145,2.116,0.362,31.1366997,Safe
2024-05-14 23:00:56,34.5564995,7.771,4.105,1.877,0.362,31.1438999,Safe
2024-05-14 22:30:56,34.5569,7.83,4.1300001,2.183,0.362,31.1555004,Safe
2024-05-14 22:00:56,34.5558014,7.855,4.1589999,2.083,0.271,31.1620998,Safe
2024-05-14 21:30:56,34.5561981,7.879,4.1789999,1.185,0.271,31.1800003,Safe
2024-05-14 21:00:56,34.5556984,7.88,4.1810002,1.972,0.271,31.1984997,Safe
2024-05-14 20:30:56,34.5542984,7.834,4.2160001,2.058,0.271,31.2189999,Safe
2024-05-14 20:00:56,34.5540009,7.698,4.2340002,1.736,0.271,31.2292995,Safe
2024-05-14 19:30:56,34.5522995,7.693,4.261,1.975,0.271,31.2479992,Safe
2024-05-14 19:00:56,34.5511017,7.61,4.281,2.089,0.271,31.2472,Safe
2024-05-14 18:30:56,34.5513992,7.636,4.245,1.655,0.271,31.279,Safe
2024-05-14 18:00:56,34.55,7.808,4.285,2.004,0.271,31.316,Safe
2024-05-14 17:30:56,34.551,7.826,4.308,1.573,0.271,31.306,Safe
2024-05-14 17:00:56,34.545,7.817,4.295,1.895,0.271,31.342,Safe
2024-05-14 16:30:56,34.553,7.826,4.29,1.971,0.271,31.377,Safe
2024-05-14 16:00:56,34.557,7.691,4.303,1.937,0.271,31.373,Safe
2024-05-14 15:30:56,34.557,7.821,4.304,1.628,0.1808,31.388,Safe
2024-05-14 15:00:56,34.557,7.872,4.2849998,1.963,0.181,31.459,Safe
2024-05-14 14:30:56,34.566,7.806,4.2639999,1.274,0.271,31.435,Safe
2024-05-14 14:00:56,34.559,7.546,4.217,1.888,0.271,31.4554996,Safe
2024-05-14 13:30:56,34.5575981,7.634,4.1560001,1.95,0.271,31.5037994,Safe
2024-05-14 13:00:56,34.5688019,7.831,4.0609999,1.667,0.181,31.4864006,Safe
2024-05-14 12:30:56,34.5466003,7.826,4.0440001,1.764,0.181,31.5205994,Safe
2024-05-14 11:30:56,34.5768013,7.827,3.731,2.003,0.271,31.5734997,Safe
2024-05-14 11:00:56,34.5845985,7.824,3.6530001,1.667,0.271,31.5860996,Safe
2024-05-14 10:30:56,34.587101,7.806,3.6389999,1.934,0.271,31.186,Safe
2024-05-14 10:00:56,34.556,7.829,3.7,1.892,0.271,31.1478996,Safe
2024-05-14 09:30:56,34.5489998,7.819,3.737,1.572,0.271,31.1478996,Safe
2024-05-14 09:00:56,34.5499001,7.832,3.73,1.818,0.271,31.1884003,Safe
2024-05-14 08:00:56,34.5559006,7.835,3.704,1.476,0.271,31.0755005,Safe
2024-05-14 07:30:56,34.5558014,7.827,3.7320001,1.821,0.271,31.0627003,Safe
2024-05-14 07:00:56,34.5567017,7.831,3.674,1.833,0.271,31.0872993,Safe
2024-05-14 06:30:56,34.5549011,7.831,3.676,1.732,0.271,31.1089993,Safe
2024-05-14 06:00:56,34.5570984,7.808,3.688,1.592,0.271,31.096,Safe
2024-05-14 05:30:56,34.557,7.811,3.332,1.827,0.181,31.046,Safe
2024-05-14 05:00:56,34.555,7.819,3.252,1.5747012,0.271,31.054,Safe
2024-05-14 04:30:56,34.558,7.821,3.207,1.759,0.362,30.862,Safe
2024-05-14 04:00:56,34.539,7.823,3.1440001,1.8544999,0.362,30.843,Safe
2024-05-14 03:30:56,34.536,7.842,3.0510001,1.886,0.271,30.802,Safe
2024-05-14 03:00:56,34.535,7.834,2.99,1.876,0.271,30.7693996,Safe
2024-05-14 02:30:56,34.532299,7.848,3.063,2.1111388,0.271,30.7616005,Safe
2024-05-14 02:00:56,34.5309982,7.834,3.085,1.614,0.181,30.7203999,Safe
2024-05-14 01:30:56,34.5304985,7.839,3.1240001,2.205,0.181,30.7134991,Safe
2024-05-14 01:00:56,34.5301018,7.8445001,3.165,1.749,0.362,30.6903,Safe
2024-05-13 23:30:56,34.5312004,7.847,3.198,1.654,0.271,30.7196007,Safe
2024-05-13 23:00:56,34.531601,7.849,3.3269999,2.224,0.271,30.7343006,Safe
2024-05-13 22:30:56,34.5325012,7.841,3.54,2.104,0.181,30.7423,Safe
2024-05-13 22:00:56,34.533699,7.849,3.5569999,1.965,0.271,30.7747993,Safe
2024-05-13 21:30:56,34.5357018,7.843,3.789,2.423,0.271,30.8262005,Safe
2024-05-13 21:00:56,34.539299,7.833,4.1389999,2.004,0.271,30.8484993,Safe
2024-05-13 20:30:56,34.5401993,7.832,4.1440001,1.613,0.181,30.9659004,Safe
2024-05-13 20:00:56,34.5433998,7.826,4.1529999,2.352,0.271,31.3694,Safe
2024-05-13 19:30:56,34.5643997,7.818,4.154,2.199,0.271,31.3617992,Safe
2024-05-13 19:00:56,34.5625992,7.813,4.1529999,1.832,0.181,31.3754005,Safe
2024-05-13 18:30:56,34.5629005,7.81,4.158,2.307,0.271,31.38,Safe
2024-05-13 18:00:56,34.563,7.745,4.1550002,1.679,0.271,31.3710995,Safe
2024-05-13 17:30:56,34.5637016,7.741,4.1680002,2.163,0.181,31.3255005,Safe
2024-05-13 17:00:56,34.5635986,7.787,4.1729999,2.304,0.181,31.3110008,Safe
2024-05-13 16:30:56,34.5676994,7.796,4.1669998,1.949,0.181,31.3792992,Safe
2024-05-13 16:00:56,34.5793991,7.809,4.1560001,1.423,0.181,31.4125004,Safe
2024-05-13 15:30:57,34.5898018,7.807,4.146,2.018,0.271,31.4713993,Safe
2024-05-13 15:00:57,34.5993996,7.8,4.13,2.05,0.181,31.5049,Safe
2024-05-13 14:30:56,34.5993996,7.625,4.1290002,2.043,0.271,31.415,Safe
2024-05-13 14:00:56,34.586,7.666,4.0440001,2.21,0.181,31.162,Safe
2024-05-13 13:30:56,34.567,7.706,3.9260001,1.685,0.1808,31.2761993,Safe
2024-05-13 13:00:56,34.5810013,7.632,4.1430001,2.065,0.181,31.0923996,Safe
2024-05-13 12:30:56,34.5657005,7.734,4.1609998,2.237,0.181,31.0058002,Safe
2024-05-13 12:00:56,34.5465012,7.797,4.145,1.499,0.181,31.3181,Safe
2024-05-13 11:30:56,34.5873985,7.784,4.1230001,2.076,0.181,31.6403008,Safe
2024-05-13 11:00:56,34.5969009,7.772,4.0939999,2.073,0.181,31.7336006,Safe
2024-05-13 10:30:56,34.5900993,7.757,4.0780001,1.812,0.181,31.7056007,Safe
2024-05-13 10:00:56,34.5923004,7.757,4.066,2.033,0.181,31.7143993,Safe
2024-05-13 09:30:56,34.6038017,7.771,4.0289998,2.283,0.271,31.6669006,Safe
2024-05-13 09:00:56,34.6013985,7.758,4.0609999,1.672,0.271,31.542,Safe
2024-05-13 08:30:56,34.593,7.78,4.107,2.147,0.181,31.5020008,Safe
2024-05-13 08:00:56,34.5934982,7.748,4.1199999,1.996,0.271,31.4722996,Safe
2024-05-13 07:30:56,34.5704002,7.782,4.1020002,1.143,0.271,31.514,Safe
2024-05-13 07:00:56,34.581,7.779,4.1240001,1.976,0.271,31.5347004,Safe
2024-05-13 06:30:56,34.574501,7.777,4.086,1.952,0.271,31.5587997,Safe
2024-05-13 06:00:56,34.5760994,7.7907,4.077,1.598,0.271,31.5753002,Safe
2024-05-13 05:00:56,34.5750008,7.7796998,4.076,1.946,0.271,31.581,Safe
2024-05-13 04:30:56,34.575,7.749,4.092,1.988,0.362,31.563,Safe
2024-05-13 04:00:56,34.574,7.751,4.109,1.803,0.271,31.559,Safe
2024-05-13 03:30:56,34.574,7.768,4.113,1.989,0.271,31.5620003,Safe
2024-05-13 03:00:56,34.5797997,7.762,4.111,1.678,0.2712,31.568,Safe
2024-05-13 02:30:56,34.58,7.771,4.086,2.058,0.271,31.551,Safe
2024-05-13 02:00:56,34.58,7.762,4.033,1.986,0.271,31.547,Safe
2024-05-13 01:30:56,34.58,7.778,4.059,1.735,0.2712,31.443,Safe
2024-05-13 01:00:56,34.579,7.7603002,4.109,1.991,0.271,31.156,Safe
2024-05-13 00:30:56,34.556,7.755,4.092,1.992,0.271,31.268,Safe
2024-05-13 00:00:56,34.581,7.769,4.0739999,1.563,0.362,31.395,Safe
2024-05-12 23:30:56,34.57,7.757,4.0819998,1.977,0.271,31.3985996,Safe
2024-05-12 23:00:56,34.5530014,7.742,4.1030002,2.115,0.362,31.3395004,Safe
2024-05-12 22:30:56,34.5542984,7.751,4.176,2.173,0.362,31.3341999,Safe
2024-05-12 22:00:56,34.5621986,7.743,4.1989999,2.287,0.271,31.3546009,Safe
2024-05-12 21:30:56,34.5546989,7.7635002,4.222,2.102,0.271,31.662,Safe
2024-05-12 21:00:56,34.576,7.743,4.19,1.614,0.271,31.7616005,Safe
2024-05-12 20:30:56,34.5814018,7.752,4.1170001,2.34,0.271,31.768,Safe
2024-05-12 20:00:56,34.578,7.748,4.1719999,1.652,0.271,31.79,Safe
2024-05-12 19:30:56,34.573,7.751,4.159,2.19,0.271,31.6977997,Safe
2024-05-12 19:00:56,34.5589981,7.7424998,4.163,2.127,0.271,31.9050999,Safe
2024-05-12 18:30:56,34.5821991,7.739,4.176,1.772,0.271,31.873,Safe
2024-05-12 18:00:56,34.578,7.7393999,4.211,2.14,0.271,31.913,Safe
2024-05-12 17:30:56,34.588,7.756,4.177,2.348,0.271,31.958,Safe
2024-05-12 17:00:56,34.605,7.77,4.153,1.972,0.362,31.945,Safe
2024-05-12 16:30:56,34.605,7.735,4.157,1.76,0.271,31.962,Safe
2024-05-12 16:00:56,34.599,7.704,4.165,2.247,0.271,31.915,Safe
2024-05-12 15:30:56,34.6,7.762,4.149,1.663,0.362,31.901,Safe
2024-05-12 15:00:56,34.602,7.775,4.1269999,2.141,0.271,31.994,Safe
2024-05-12 14:30:56,34.621,7.656,4.0939999,1.852,0.362,31.819,Safe
2024-05-12 14:00:56,34.602,7.736,4.1269999,1.861,0.271,31.8043003,Safe
2024-05-12 13:30:56,34.5988007,7.748,4.1570001,1.972,0.271,31.6131001,Safe
2024-05-12 13:00:56,34.6092987,7.747,4.1630001,2.167,0.271,31.7269993,Safe
2024-05-12 12:30:56,34.5984993,7.748,4.1859999,1.965,0.271,31.6669006,Safe
2024-05-12 12:00:56,34.6060982,7.748,4.184,2.225,0.271,31.6450005,Safe
2024-05-12 11:30:56,34.6091003,7.778,3.9690001,2.082,0.271,31.6441994,Safe
2024-05-12 11:00:56,34.6286011,7.762,4.1609998,1.385,0.271,31.5505009,Safe
2024-05-12 10:30:56,34.6309013,7.749,3.98,2.18,0.271,31.0160999,Safe
2024-05-12 10:00:56,34.6651001,7.774,3.9230001,2.087,0.271,31.6095009,Safe
2024-05-12 09:30:56,34.6337013,7.771,2.9000001,2.264,0.271,31.4008999,Safe
2024-05-12 09:00:56,34.6699982,7.789,3.5680001,2.144,0.271,31.3484001,Safe
2024-05-12 08:30:56,34.5924988,7.769,3.7650001,2.086,0.362,30.5522003,Safe
2024-05-12 08:00:56,34.5055008,7.799,3.043,1.529,0.271,31.1133003,Safe
2024-05-12 07:30:56,34.5502014,7.792,2.806,2.363,0.271,31.6079998,Safe
2024-05-12 07:00:57,34.5910988,7.794,2.986,1.819,0.271,30.7917995,Safe
2024-05-12 06:30:56,34.5056992,7.797,4.011,1.46,0.271,30.4487,Safe
2024-05-12 06:00:56,34.4869995,7.7859998,4.027,2.1993399,0.271,30.455,Safe
2024-05-12 05:30:56,34.475,7.802,4.158,1.598,0.271,31.577,Safe
2024-05-12 05:00:56,34.606,7.7835002,3.757,2.133,0.271,31.615,Safe
2024-05-12 04:30:56,34.589,7.8171,3.06,1.836,0.181,31.5970001,Safe
2024-05-12 04:00:56,34.5741997,7.812,2.879,1.83,0.181,30.9915009,Safe
2024-05-12 03:30:56,34.5663986,7.8112001,2.829,1.904,0.271,30.654,Safe
2024-05-12 03:00:56,34.509,7.797,2.552,2.109,0.271,30.521,Safe
2024-05-12 02:30:56,34.5,7.781,2.177,2.125,0.271,30.435,Safe
2024-05-12 02:00:56,34.487,7.758,2.306,2.249,0.181,29.62,Safe
2024-05-12 01:30:56,34.478,7.805,2.7690001,1.905,0.181,29.487,Safe
2024-05-12 01:00:56,34.476,7.823,3.075,1.561,0.271,29.549,Safe
2024-05-12 00:30:56,34.478,7.793,2.7780001,2.1,0.271,30.7047005,Safe
2024-05-11 23:30:56,34.5178986,7.798,2.73,2.205,0.181,31.2415009,Safe
2024-05-11 23:00:56,34.5996017,7.571,3.0769999,1.933,0.181,30.9591999,Safe
2024-05-11 22:30:56,34.5522995,7.758,3.1129999,2.209,0.181,30.7840996,Safe
2024-05-11 22:00:56,34.5125999,7.687,2.9519999,1.612,0.181,31.5576,Safe
2024-05-11 21:30:56,34.5875015,7.808,2.7420001,2.197,0.181,31.5725994,Safe
2024-05-11 21:00:56,34.5539017,7.537,3.066,2.321,0.271,31.5492001,Safe
2024-05-11 20:30:56,34.571701,7.7986002,2.7449999,1.514,0.271,30.7549,Safe
2024-05-11 20:00:56,34.5068016,7.7705998,2.7279999,2.344,0.271,31.5330009,Safe
2024-05-11 19:30:56,34.5541,7.8200998,2.758,2.302,0.271,30.5718994,Safe
2024-05-11 19:00:56,34.4977989,7.7421999,2.733,1.565,0.181,30.5576,Safe
2024-05-11 18:30:56,34.4966011,7.6419001,2.664,2.199,0.181,30.301,Safe
2024-05-11 18:00:56,34.48,7.7198,2.67,2.216,0.271,30.326,Safe
2024-05-11 17:30:56,34.483,7.765,2.591,1.962,0.181,30.536,Safe
2024-05-11 17:00:56,34.488,7.803,2.545,2.061,0.09,30.439,Safe
2024-05-11 16:30:56,34.475,7.8312998,3.257,2.469,0.181,30.61,Safe
2024-05-11 16:00:56,34.493,7.821,3.4489999,1.519,0.09,30.696,Safe
2024-05-11 15:30:56,34.504,7.774,3.595,2.34,0.09,31.579,Safe
2024-05-11 15:00:56,34.588,7.771,3.693,1.978,0.181,31.5573006,Safe
2024-05-11 14:30:56,34.5458984,7.757,3.464,1.521,0.09,31.5571003,Safe
2024-05-11 14:00:57,34.5354004,7.8010001,3.4449999,2.229,0.09,31.561,Safe
2024-05-11 13:30:56,34.528,7.758,3.2869999,2.147,0.09,31.5725994,Safe
2024-05-11 13:00:56,34.5432014,7.746,3.3940001,1.534,0.09,31.5842991,Safe
2024-05-11 12:30:56,34.5486984,7.755,3.3970001,1.986,0.09,31.6888008,Safe
2024-05-11 12:00:56,34.6453018,7.75,3.4070001,2.324,0.09,31.5837994,Safe
2024-05-11 11:30:56,34.5500984,7.764,3.5039999,1.3782492,0.09,31.5865993,Safe
2024-05-11 11:00:56,34.5498009,7.741,3.118,2.0431955,0.09,31.6606007,Safe
2024-05-11 10:30:56,34.5960999,7.774,3.622,1.681,0.09,31.5659008,Safe
2024-05-11 10:00:56,34.5507011,7.779,3.744,1.839,0.09,31.7905006,Safe
2024-05-11 09:30:56,34.7386017,7.749,3.8710001,2.108,0.09,31.5760002,Safe
2024-05-11 09:00:56,34.5325012,7.771,4.7670002,1.807,0.09,31.5776005,Safe
2024-05-11 08:30:56,34.5275993,7.731,3.487,1.99,0.09,31.6121006,Safe
2024-05-11 08:00:56,34.5238991,7.766,3.4690001,1.87,0.09,31.7840996,Safe
2024-05-04 02:00:56,34.5698013,7.758,3.4779999,1.467,0.09,31.9941998,Safe
2024-05-04 01:30:56,34.5712013,7.776,3.4909999,1.9230963,0.09,31.958,Safe
2024-05-04 01:00:56,34.5713005,7.785,3.47,2.155,0.09,31.971,Safe
2024-05-04 00:30:56,34.5647011,7.782,3.474,2.048,0.09,31.966,Safe
2024-05-03 23:30:56,34.5667,7.764,3.4820001,2.22,0.09,32.0,Safe
2024-05-03 23:00:56,34.5666008,7.762,3.4990001,1.93,0.09,31.886,Safe
2024-05-03 22:30:56,34.5667992,7.763,3.501,1.494,0.09,31.839,Safe
2024-05-03 21:00:56,34.5705986,7.783,3.516,2.093,0.181,31.924,Safe
2024-05-03 05:00:56,34.496,7.772,3.527,1.5555999,0.09,31.974,Safe
2024-05-03 04:30:56,34.501,7.746,3.55,2.138,0.09,31.694,Safe
2024-05-03 04:00:56,34.491,7.754,3.591,2.118,0.09,31.98,Safe
2024-05-03 03:30:56,34.51,7.748,3.603,1.945,0.09,32.0,Safe
2024-05-03 03:00:56,34.516,7.769,3.605,1.836,0.09,31.581,Safe
2024-05-03 02:30:56,34.525,7.746,3.633,2.1517658,0.09,31.57,Safe
2024-05-03 02:00:56,34.518,7.74,3.627,1.895,0.09,31.624,Safe
2024-05-03 01:30:56,34.52,7.731,3.632,2.271476,0.09,31.625,Safe
2024-05-03 01:00:56,34.514,7.744,3.581,2.245,0.09,31.917,Safe
2024-05-03 00:30:56,34.517,7.724,3.563,1.349,0.09,31.927,Safe
2024-05-03 00:00:56,34.486,7.748,3.469,2.191,0.09,31.999,Safe
2024-05-02 23:30:56,34.474,7.737,3.401,2.231,0.09,32.0,Safe
2024-05-02 23:00:56,34.44,7.743,3.471,1.942,0.09,31.985,Safe
2024-05-02 22:30:56,34.444,7.74,3.475,2.34,0.09,31.975,Safe
2024-05-02 22:00:56,34.446,7.776,3.322,2.415,0.09,31.9528999,Safe
2024-05-02 21:30:56,34.445,7.725,3.211,1.662,0.09,31.945,Safe
2024-05-02 21:00:56,34.465,7.746,3.286,2.295,0.09,31.924,Safe
2024-05-02 20:30:56,34.445,7.764,3.376,2.411,0.09,31.953,Safe
2024-05-02 20:00:56,34.444,7.758,3.313,2.287,0.09,31.923,Safe
2024-05-02 19:30:56,34.44,7.767,3.041,2.099,0.09,31.951,Safe
2024-05-02 19:00:56,34.428,7.783,3.014,2.096,0.09,31.977,Safe
2024-05-02 18:30:56,34.413,7.72,3.046,1.786,0.09,31.982,Safe
2024-05-02 18:00:56,34.409,7.735,3.071,2.215,0.09,31.973,Safe
2024-05-02 17:30:56,34.407,7.739,3.155,1.843,0.09,31.975,Safe
2024-05-02 17:00:56,34.404,7.727,3.306,2.276,0.09,31.956,Safe
2024-05-02 16:30:56,34.402,7.723,3.392,2.387,0.09,31.946,Safe
2024-05-02 16:00:56,34.419,7.707,3.404,2.017,0.09,31.953,Safe
2024-05-02 15:30:56,34.43,7.698,3.377,1.965,0.181,31.982,Safe
2024-05-02 15:00:56,34.445,7.723,3.602,2.336,0.1808,31.948,Safe
2024-05-02 14:30:56,34.426,7.721,3.237,1.506,0.09,31.969,Safe
2024-05-02 14:00:56,34.397,7.737,3.351,2.332,0.181,31.948,Safe
2024-05-02 13:30:56,34.406,7.756,3.463,2.1882982,0.09,31.951,Safe
2024-05-02 13:00:56,34.413,7.761,3.592,2.298,0.09,31.923,Safe
2024-05-02 12:30:56,34.416,7.738,3.587,2.4072318,0.09,31.865,Safe
2024-05-02 12:00:56,34.424,7.744,3.575,2.2575238,0.181,31.902,Safe
2024-05-02 11:30:56,34.421,7.765,3.61,1.384,0.181,31.907,Safe
2024-05-02 11:00:56,34.418,7.751,3.5969999,2.3595133,0.181,31.896,Safe
2024-05-02 10:30:56,34.42,7.881,3.569,2.12,0.181,31.862,Safe
2024-05-02 10:00:56,34.4140015,7.735,3.6359999,1.747,0.181,31.854,Safe
2024-05-02 09:30:56,34.416,7.744,3.628,2.243,0.181,31.877,Safe
2024-05-02 09:00:56,34.4163017,7.763,3.624,2.372,0.181,31.852,Safe
2024-05-02 08:30:56,34.417,7.741,3.6270001,1.321,0.09,31.828,Safe
2024-05-02 08:00:56,34.422,7.753,3.562,2.103,0.181,31.791,Safe
2024-05-02 07:30:56,34.4234009,7.767,3.645,2.128,0.181,31.813,Safe
2024-05-02 07:00:56,34.43,7.742,3.556,1.753,0.181,31.766,Safe
2024-05-02 06:30:56,34.429,7.806,3.332,2.143,0.181,31.816,Safe
2024-05-02 06:00:56,34.432,7.7676001,3.559,1.717,0.0904,31.296,Safe
2024-05-02 05:30:56,34.42,7.774,3.373,2.133,0.1808,31.353,Safe
2024-05-02 05:00:56,34.432,7.743,3.348,2.11,0.1808,31.402,Safe
2024-05-02 04:30:56,34.424,7.78,3.206,1.8334889,0.181,31.382,Safe
2024-05-02 04:00:56,34.426,7.787,3.02,1.9933094,0.181,31.41,Safe
2024-05-02 03:30:56,34.425,7.743,3.085,2.1749773,0.181,31.391,Safe
2024-05-02 03:00:56,34.427,7.7,3.198,2.0733161,0.181,31.601,Safe
2024-05-02 02:30:56,34.435,7.726,3.213,2.2750201,0.181,31.601,Safe
2024-05-02 02:00:56,34.451,7.738,3.231,2.2168138,0.181,31.906,Safe
2024-05-02 01:30:56,34.453,7.752,3.159,1.796,0.181,31.913,Safe
2024-05-02 01:00:56,34.454,7.769,3.193,2.197,0.181,31.974,Safe
2024-05-02 00:30:56,34.448,7.781,3.257,2.3283029,0.181,31.976,Safe
2024-05-02 00:00:56,34.445,7.733,3.286,2.34,0.181,31.917,Safe
2024-05-01 23:30:56,34.443,7.764,3.349,2.284,0.181,31.828,Safe
2024-05-01 23:00:56,34.44,7.752,3.436,1.985,0.181,31.795,Safe
2024-05-01 22:30:56,34.435,7.746,3.515,1.958,0.181,31.877,Safe
2024-05-01 22:00:56,34.432,7.753,3.538,2.3439763,0.181,31.815,Safe
2024-05-01 21:30:56,34.436,7.717,3.574,2.423,0.271,31.829,Safe
2024-05-01 21:00:56,34.427,7.737,3.576,2.035,0.181,31.951,Safe
2024-05-01 20:30:56,34.422,7.767,3.589,2.314,0.181,31.97,Safe
2024-05-01 20:00:56,34.411,7.753,3.657,2.188,0.181,31.973,Safe
2024-05-01 19:30:56,34.41,7.758,3.69,1.905,0.181,31.973,Safe
2024-05-01 19:00:56,34.401,7.738,3.786,2.288,0.181,31.977,Safe
2024-05-01 18:30:56,34.407,7.769,3.796,2.161,0.181,31.913,Safe
2024-05-01 18:00:56,34.377,7.797,3.795,1.734,0.181,31.869,Safe
2024-05-01 17:30:56,34.37,7.754,3.842,2.157,0.181,31.897,Safe
2024-05-01 17:00:56,34.394,7.759,3.69,2.214,0.181,31.984,Safe
2024-05-01 16:30:56,34.367,7.774,3.85,2.17,0.181,31.953,Safe
2024-05-01 16:00:56,34.418,7.74,3.928,2.273,0.181,31.972,Safe
2024-05-01 15:30:56,34.374,7.748,3.966,1.985,0.181,31.93,Safe
2024-05-01 15:00:56,34.367,7.689,4.036,2.248,0.271,31.889,Safe
2024-05-01 14:30:56,34.356,7.71,3.944,2.288,0.181,31.892,Safe
2024-05-01 14:00:56,34.345,7.674,3.978,1.772,0.181,31.975,Safe
2024-05-01 13:30:56,34.403,7.731,3.889,2.22,0.271,31.8966999,Safe
2024-05-01 13:00:56,34.351,7.754,3.868,1.898,0.181,31.7,Safe
2024-05-01 12:30:56,34.391,7.725,3.87,1.531,0.271,31.934,Safe
2024-05-01 12:00:56,34.365,7.726,3.86,2.152,0.271,31.551,Safe
2024-05-01 11:30:56,34.341,7.681,3.847,2.192,0.271,31.779,Safe
2024-05-01 11:00:56,34.326,7.685,3.893,1.829,0.271,31.81,Safe
2024-05-01 10:30:56,34.336,7.652,3.779,1.932,0.271,31.819,Safe
2024-05-01 10:00:56,34.296,7.638,3.738,2.084,0.271,31.93,Safe
2024-05-01 09:30:56,34.31,7.653,3.742,2.138,0.271,31.938,Safe
2024-05-01 09:00:56,34.315,7.684,3.703,2.424,0.271,31.866,Safe
2024-05-01 08:30:56,34.244,7.648,3.66,1.891,0.271,31.87,Safe
2024-05-01 08:00:56,34.271,7.67,3.594,1.681,0.271,31.889,Safe
2024-05-01 07:30:56,34.364,7.645,3.553,2.031,0.271,31.945,Safe
2024-05-01 07:00:56,34.441,7.67,3.526,1.959,0.271,31.946,Safe
2024-05-01 06:30:56,34.467,7.697,3.539,2.082,0.362,31.974,Safe
2024-05-01 06:00:56,34.486,7.6767998,3.527,2.257,0.271,31.953,Safe
2024-05-01 05:30:56,34.404,7.669,3.504,1.653,0.271,31.955,Safe
2024-05-01 05:00:56,34.482,7.672,3.474,2.165,0.271,31.97,Safe
2024-05-01 04:30:56,34.527,7.691,3.451,2.228,0.271,31.961,Safe
2024-05-01 04:00:56,34.46,7.692,3.464,1.81,0.181,31.98,Safe
2024-05-01 03:30:56,34.529,7.701,3.418,2.035,0.181,31.987,Safe
2024-05-01 03:00:56,34.526,7.694,3.463,2.321,0.271,31.985,Safe
2024-05-01 02:30:56,34.525,7.711,3.637,1.888,0.362,31.99,Safe
2024-05-01 02:00:56,34.516,7.712,3.688,2.298,0.271,31.977,Safe
2024-05-01 01:30:56,34.268,7.716,3.581,2.126,0.271,31.971,Safe
2024-05-01 01:00:56,34.306,7.685,3.748,1.55,0.271,31.968,Safe
2024-05-01 00:30:56,34.52,7.717,3.53,2.287,0.271,31.966,Safe
2024-05-01 00:00:56,34.339,7.692,3.36,2.215,0.271,31.948,Safe
2024-04-30 23:30:56,34.503,7.698,3.43,2.205,0.271,31.961,Safe
2024-04-30 23:00:56,34.469,7.685,3.423,2.495,0.271,31.968,Safe
2024-04-30 22:30:56,34.513,7.723,3.495,1.92,0.271,31.982,Safe
2024-04-30 22:00:56,34.476,7.694,3.484,1.369,0.271,31.954,Safe
2024-04-30 21:30:56,34.488,7.699,3.783,2.395,0.271,31.931,Safe
2024-04-30 21:00:56,34.475,7.729,3.778,2.352,0.271,31.992,Safe
2024-04-30 20:30:56,34.403,7.687,3.631,2.104,0.271,31.9897003,Safe
2024-04-30 20:00:56,34.436,7.71,3.757,2.375,0.271,31.993,Safe
2024-04-30 19:30:56,34.517,7.691,3.744,1.49,0.271,31.995,Safe
2024-04-30 19:00:56,34.491,7.7154999,3.801,2.217,0.271,31.988,Safe
2024-04-30 18:30:56,34.493,7.701,3.383,2.197,0.181,31.973,Safe
2024-04-30 18:00:56,34.469,7.726,3.408,2.281,0.271,31.97,Safe
2024-04-30 17:30:56,34.471,7.7589002,3.72,2.443,0.271,31.949,Safe
2024-04-30 17:00:56,34.449,7.72,3.754,2.217,0.362,31.957,Safe
2024-04-30 16:30:56,34.51,7.734,3.589,1.497,0.271,31.986,Safe
2024-04-30 16:00:56,34.502,7.73,3.665,2.344,0.271,31.973,Safe
2024-04-30 15:30:56,34.487,7.755,3.616,2.415,0.362,31.989,Safe
2024-04-30 15:00:56,34.501,7.772,3.585,1.808,0.271,31.961,Safe
2024-04-30 14:30:56,34.506,7.764,3.591,2.435,0.271,31.982,Safe
2024-04-30 14:00:56,34.497,7.73,3.599,1.761,0.271,31.95,Safe
2024-04-30 13:30:56,34.485,7.738,3.586,1.519,0.271,31.968,Safe
2024-04-30 13:00:56,34.48,7.748,3.641,2.244,0.271,31.98,Safe
2024-04-30 12:30:56,34.4842987,7.732,3.652,2.3323774,0.271,31.994,Safe
2024-04-30 12:00:56,34.499,7.74,3.652,2.083,0.271,31.99,Safe
2024-04-30 11:30:56,34.496,7.721,3.657,2.061,0.271,31.983,Safe
2024-04-30 11:00:56,34.498,7.755,3.693,2.009,0.181,31.985,Safe
2024-04-30 10:30:56,34.499,7.74,3.659,2.133,0.181,31.98,Safe
2024-04-30 10:00:56,34.512,7.741,3.628,2.273,0.181,31.983,Safe
2024-04-30 09:30:56,34.514,7.756,3.619,2.387,0.181,31.999,Safe
2024-04-30 09:00:56,34.524,7.755,3.599,2.088,0.181,31.995,Safe
2024-04-30 08:30:56,34.524,7.752,3.656,2.198,0.2712,31.99,Safe
2024-04-30 08:00:56,34.535,7.752,3.593,1.706,0.181,31.962,Safe
2024-04-30 07:30:56,34.534,7.765,3.564,2.187,0.181,31.978,Safe
